NUISANCE_PARAMETERS
0.00262179   -0.00265239   -0.000442569   0.00160155   -0.00134103   -0.00054149   0.000621877   0.00130362   0.00123564   0.000800231   -0.000753627   0.000866067   -0.000477335   -0.00134122   0.000718206   0.000523453   -0.000275415   -0.00022499   -0.000386809   0.000455347   0.0011731   0.000951292   0.000433318   4.71561e-05   6.60388e-05   -4.29389e-05   0.00132031   -0.00123595   -0.00115479   -0.000773606   0.000274277   -0.000169751   -6.19708e-05   -0.00120921   -0.000819939   -0.000332762   -0.000388937   0.000248598   -0.000677543   -0.000195414   -0.00735891   -0.00435895   0.00509771   -0.0031058   -0.00261376   0.000674263   0.000669593   -0.000530984   0.000249173   0.000346004   0.00205706   0.00171584   -6.17751e-05   -7.24133e-05   7.18732e-05   8.92137e-09   2.83069e-09   9.69645e-10   -2.3148e-07   2.95415e-09   -7.12066e-06   1.18959e-07   -1.83557e-05   -0.000137564   -5.64474e-05   0.000547367   -7.8628e-05   6.26901e-06   -0.0015296   0.000725614   6.62786e-09   0.00078094   0.000736358   0.00308128   1.4536e-06   -0.000200705   -0.000293157   0.000375418   0.00067527   0.000487798   -0.000375403   0.000541422   -0.00125673   -0.000251344   -6.45491e-06   -0.000224562   0.000231296   -1.51865e-05   -7.00582e-05   0.00011857   -0.0012916   -5.62242e-10   0.000332231   0.00217189   -0.000427593   -0.00134458   -0.000271875   -0.00136458   0.00150458   -0.00694811   0.000115378   0.0010525   0.0131459   -0.00101273   -0.00388938   -0.00192137   0.00185241   -3.0414e-08   -8.0807e-07   1.43404e-07   0.000139109   9.93265e-08   -5.43984e-08   8.96414e-06   0.000153104   3.01653e-05   -0.000404994   0.000140157   -0.00130123   -4.4348e-07   -0.00235732   1.52096e-05   -9.91743e-05   -9.15881e-06   -0.000541546   0.000777854   -0.00473609   7.72018e-05   0.000114653   -0.00152745   -2.61911e-06   -1.07711e-05   -4.63765e-06   -3.77843e-06   4.30903e-07   0.0016162   -0.00218425   -7.81815e-08   -5.17321e-07   -4.63504e-07   1   0.000294262   -0.000103313   1.06691e-05   -0.00012507   
1.2743e-05   -1.42332e-06   -4.53854e-06   -5.15275e-06   -6.55123e-06   -4.54749e-06   -1.0811e-06   2.1782e-06   -2.83524e-07   -2.86911e-06   1.91395e-06   -3.18168e-07   1.00859e-05   -5.43675e-07   4.60349e-06   -4.30129e-07   2.01168e-07   2.57505e-06   7.5118e-07   -1.03178e-08   -6.89221e-07   -1.63712e-06   2.41657e-06   2.26246e-06   1.05159e-06   -3.25977e-06   1.00678e-06   -2.95543e-06   2.19968e-07   9.1695e-07   -1.76535e-07   -5.77196e-07   -4.26702e-06   -6.43744e-07   1.15443e-06   1.62325e-06   2.34392e-06   1.81723e-06   -4.08639e-06   1.51623e-07   1.61576e-05   2.16635e-05   -1.72415e-05   4.08826e-06   -7.73754e-06   -2.02434e-05   5.25768e-06   1.04943e-05   1.25938e-06   -9.35748e-07   -7.32002e-07   1.03042e-05   -1.85848e-06   3.22512e-07   -3.47709e-06   -7.60903e-09   -1.52135e-08   -3.89145e-12   -6.7809e-09   -3.27213e-10   3.86324e-09   -4.87443e-10   -2.03498e-07   -3.45792e-07   -3.83327e-06   -4.73394e-07   -2.98914e-06   -9.83148e-07   -6.97753e-06   2.50566e-06   -1.52182e-08   6.72789e-06   -8.36336e-06   1.0368e-05   6.27109e-06   1.02383e-05   2.60048e-06   1.86931e-06   3.10765e-06   1.954e-06   -1.7058e-06   1.35088e-06   -1.02171e-05   -1.39268e-06   -8.69374e-10   1.34246e-07   -2.19842e-06   1.58438e-08   -1.01449e-06   -1.33389e-06   -4.48354e-07   -7.62431e-09   2.32421e-07   1.93918e-06   -6.87433e-07   -1.20581e-06   3.96672e-07   -1.0432e-06   6.13587e-06   -2.71501e-06   7.49171e-07   1.86301e-06   1.03258e-05   -8.00202e-07   -5.48218e-06   2.00481e-06   3.27546e-06   -7.66804e-09   -3.27323e-09   2.8901e-07   8.84615e-08   -1.56356e-08   7.74196e-09   2.03063e-09   1.14227e-07   4.77166e-07   -9.07393e-07   1.07692e-05   -1.50614e-07   9.66123e-07   2.67982e-06   1.83505e-06   5.61744e-07   -6.66553e-07   2.66725e-06   4.82653e-06   -8.63876e-06   1.29273e-07   1.27303e-06   -2.25974e-06   -3.92951e-08   1.07674e-07   -1.93904e-08   -9.20083e-09   8.2096e-09   2.57135e-06   3.43417e-06   2.40748e-10   1.63909e-06   1   -4.63504e-07   2.63707e-07   4.91779e-08   5.47492e-07   8.96349e-07   
1.91378e-05   3.07781e-06   8.23578e-06   2.78088e-06   1.00041e-06   1.50099e-06   -5.63048e-07   -1.2582e-06   2.33191e-07   5.63403e-06   3.81359e-06   1.84471e-06   -1.3282e-05   4.13999e-07   -4.54341e-06   3.25764e-07   4.58811e-06   -8.03215e-08   -8.00268e-07   1.18968e-06   -6.29077e-08   1.28469e-06   -5.67912e-06   -4.9102e-06   -1.41326e-06   5.23311e-06   -5.01279e-07   2.6198e-07   -2.6044e-06   -5.84177e-06   -6.52942e-06   -4.97576e-06   2.68474e-06   5.11385e-06   6.59022e-06   8.12721e-06   5.59551e-06   2.8836e-06   -7.31433e-06   9.19145e-07   1.46348e-06   -1.54078e-05   3.00583e-05   -2.40498e-06   4.16753e-07   1.26018e-05   5.54959e-06   -4.99217e-06   4.12278e-06   -8.33263e-06   -4.1852e-08   7.26561e-06   1.10984e-06   1.97484e-06   9.42498e-06   -7.59764e-09   2.3356e-14   8.68413e-12   7.72939e-09   -4.86867e-10   3.75681e-07   -1.49574e-09   -7.03388e-07   8.50749e-07   6.24185e-06   1.94313e-06   7.72376e-06   -3.84648e-07   -2.41492e-07   -9.4436e-06   2.04553e-11   6.7683e-06   -4.09343e-06   3.73041e-05   -6.21228e-06   9.80228e-06   -2.18314e-06   -2.77938e-06   -4.57789e-06   -4.77945e-06   2.88397e-06   -4.33453e-06   1.77741e-05   -1.50563e-07   -1.23954e-08   2.0753e-07   4.14707e-06   1.50838e-06   1.69557e-06   1.03874e-07   4.53748e-07   7.57203e-09   -1.30738e-06   -6.64685e-07   -2.11209e-07   4.20624e-06   1.23333e-06   4.22187e-06   -1.19673e-05   2.2171e-06   -7.20055e-07   -5.48456e-06   -4.96867e-06   -1.37064e-06   5.56173e-06   8.49506e-06   -2.70276e-06   5.52534e-09   4.63428e-07   3.03945e-07   4.61577e-07   -1.69348e-10   7.55639e-09   8.50028e-10   4.46443e-07   8.8193e-07   2.96678e-07   1.86462e-06   3.79041e-06   8.34186e-09   -1.25447e-05   -2.11646e-07   1.31255e-08   4.73805e-07   -1.75345e-05   3.57369e-06   -1.99511e-05   4.82234e-08   1.79748e-06   3.01836e-06   2.46894e-06   9.35372e-07   -4.70639e-09   -1.75809e-07   1.64566e-07   1.61141e-06   1.96919e-05   -1.05343e-09   1   1.63909e-06   -5.17321e-07   4.43735e-07   3.5053e-07   5.81459e-07   -1.17743e-06   
-7.39227e-06   -3.28355e-06   -1.53294e-06   -1.33974e-06   -2.76972e-07   -2.22002e-08   6.55065e-07   2.84108e-07   9.5027e-07   -1.52066e-07   -5.61004e-07   -1.96933e-07   2.36333e-06   -2.59509e-07   9.76001e-07   2.36973e-08   8.89381e-09   1.5937e-06   2.35261e-06   1.74154e-06   5.07057e-07   -1.74421e-07   7.22538e-07   3.92981e-07   5.46268e-07   9.43296e-07   3.85323e-07   -1.68245e-06   1.67161e-06   4.85674e-06   3.08332e-06   3.3802e-06   3.04795e-06   1.1598e-05   3.53209e-06   -2.45296e-08   5.8417e-07   3.80493e-07   5.87067e-06   -3.59292e-07   5.38822e-06   6.18766e-06   -1.26324e-05   -2.40888e-06   3.5141e-06   -6.41577e-06   -2.33423e-07   -2.88581e-06   -2.13292e-07   -2.01128e-06   -4.057e-06   -3.44266e-06   -2.84128e-07   4.4101e-07   -7.18256e-06   -7.60582e-09   -4.8821e-12   -8.24444e-12   9.65716e-07   8.69957e-11   -3.0563e-09   -1.45876e-06   3.47145e-07   -4.85117e-07   -7.17122e-07   -3.42563e-07   -1.13942e-06   4.97206e-07   -3.60181e-06   2.39297e-06   -1.52307e-08   -3.69361e-06   -3.1598e-07   -1.54077e-05   -2.25165e-08   2.61705e-07   2.82684e-07   9.93909e-07   1.72601e-06   1.61137e-06   -8.84608e-07   1.73049e-06   -5.2629e-06   3.73798e-07   6.00542e-09   7.45145e-07   -2.54544e-06   4.10895e-07   -2.89099e-07   2.58413e-07   -2.00174e-07   7.60191e-09   4.84392e-07   5.26775e-07   -2.14884e-07   -8.54051e-06   -3.51945e-07   -2.02089e-06   3.02345e-06   -1.3659e-06   1.66428e-07   4.31742e-06   3.65237e-06   3.86402e-07   -5.09412e-06   -3.09694e-06   1.50971e-06   -4.93173e-07   4.79352e-07   -5.01592e-07   -4.68293e-07   -1.48331e-08   7.83163e-09   6.47806e-09   2.84318e-08   4.42613e-07   -3.14647e-07   -4.9105e-07   -2.04845e-07   -7.67956e-09   4.96211e-06   1.54798e-07   5.44514e-07   -2.09883e-07   6.35678e-06   -4.1641e-06   -1.24226e-06   -3.13985e-08   3.84828e-08   -7.9021e-07   -3.65555e-08   3.08066e-08   2.07143e-09   6.56976e-07   -1.57849e-07   -5.60682e-07   -2.45851e-06   1   -1.05343e-09   2.40748e-10   -7.81815e-08   1.93975e-07   -1.65854e-07   1.12579e-06   -2.42888e-07   
-0.0515163   -0.0198864   -0.0086315   -0.0134495   -0.0101639   -0.00397209   0.00431293   0.0125215   0.0181391   0.00364239   -0.00726114   -0.00978576   -0.00716978   -0.00800323   -0.0630098   -0.000859574   0.0027526   0.00798638   0.00424478   -0.00356589   0.0017824   0.00908651   0.00995674   -0.00255023   0.00480768   0.0238724   0.000286806   0.0341652   0.0685429   0.00632682   0.00552377   0.00928554   -0.00532376   -0.0177488   -0.0172607   -0.0139973   0.000458011   0.00518677   0.00461955   0.00530191   -0.109251   -0.0326388   -0.0343284   -0.0321658   -0.0320812   -0.0362047   -0.00611828   -0.0935839   -0.0524302   0.0452715   0.017443   0.0226503   -0.00302717   -0.00150749   0.00565588   5.78437e-09   -4.39628e-08   -9.9571e-08   6.88298e-07   4.78227e-06   9.41786e-05   3.96444e-06   -0.00295088   -0.000903333   -0.0051717   0.0100549   -0.0126858   -6.80418e-05   -0.0227538   0.0450711   -5.11123e-07   0.010913   -0.00704472   0.0235309   0.000552792   0.0127743   0.0132296   0.00720523   0.0111733   0.0176283   -0.00497976   0.0187736   -0.0379854   0.00037591   0.000389208   0.000266707   0.000807703   -0.000743627   -0.00136011   0.000141331   -0.00778402   -9.01919e-07   0.00517494   0.00176973   0.0163448   -0.0135922   0.0097458   -0.0116544   -0.0107724   -0.0412984   -0.0101227   0.0331639   0.00245696   0.0481419   -0.022385   0.0508728   -0.0370511   2.82676e-06   1.85058e-05   -6.1771e-07   -2.07355e-05   3.51517e-06   -8.70966e-07   -0.000395636   -0.000220334   0.000571517   0.00854175   0.00879655   -0.00891408   -4.25707e-06   -0.15305   -0.000500571   -0.0095523   0.00859547   0.0161293   0.0457834   -0.195739   -0.00296283   0.000621466   -0.021078   -5.56113e-05   0.000306706   7.7298e-05   0.000656385   -0.000604751   0.0102177   1   -2.45851e-06   1.96919e-05   3.43417e-06   -0.00218425   0.00042847   0.00241812   0.00320591   0.000588324   
-0.0197703   0.00588919   0.000808629   0.00634192   0.00339207   0.00236741   0.00237773   -0.000451048   0.000152123   0.0014365   0.00040534   0.000588192   -0.00823487   0.00666493   -0.00297887   0.00475241   0.00132941   -0.00340803   -0.0022842   -0.00864952   -0.0120215   -0.0044675   -0.001944   0.00169111   0.00205174   0.00345575   -0.00805005   0.00776438   0.0075657   0.00758074   0.00443261   0.00462627   0.00569729   0.00828441   0.00636328   0.000802003   -0.00183107   -0.00893505   -0.00166707   0.0014649   0.0459541   0.0336164   -0.0294714   0.0194786   0.0267369   0.0155693   0.00211076   -0.00864535   -0.000626631   -0.0112649   -0.00227992   -0.0109201   0.000950157   0.000422146   0.00147519   -6.42666e-09   -3.17551e-08   -2.04918e-08   -3.16781e-07   -3.21534e-07   7.19115e-05   -4.32569e-06   0.00166012   -0.000347655   0.00258499   -0.00080476   0.00275684   -7.50539e-05   0.00975506   -0.0192864   2.6991e-08   -0.00290377   0.00127952   -0.00677418   -7.29951e-05   0.000720796   0.000974136   -0.00240429   -0.00621704   -0.00425236   0.000899084   -0.00592239   0.0146609   0.00212644   4.1294e-05   0.00147391   -0.00387406   4.60791e-05   0.000127694   0.000670829   0.00649069   -7.64801e-08   -0.00183738   -0.0128363   0.00272439   0.0111573   0.0016138   0.0029839   -0.00394929   0.0344231   -0.00047866   -0.00997204   -0.0800457   0.0065331   0.0187923   0.0147817   -0.00963808   -3.54524e-06   -4.39338e-06   -6.94675e-07   -0.000829084   -1.90725e-06   -1.19214e-06   -6.41712e-05   -0.000911118   0.000115174   0.00309809   -0.00372989   0.00830437   5.40703e-08   0.00970189   -0.00213096   -0.000642949   0.001844   0.00220836   -0.00357724   0.0153916   -0.000895043   0.000266487   0.00727508   6.11959e-06   -0.000100932   4.14816e-06   -0.000394946   0.000380269   1   0.0102177   -5.60682e-07   1.61141e-06   2.57135e-06   0.0016162   -0.00172947   0.000913518   0.000651821   -0.00141002   
0.00218115   -0.00093594   0.00125189   -7.17488e-05   -0.000927161   0.000706362   0.00114836   6.95949e-06   -4.49022e-05   -3.89322e-05   0.000689494   -0.000854156   -0.00150881   -7.2141e-06   -0.00287423   -0.000718472   0.000470023   0.00149608   0.00129963   0.0025462   0.00258422   0.000955515   -0.000217014   -0.00179512   -0.00239367   -0.00449422   5.84049e-05   -0.00151011   -0.00177267   -0.00239495   -0.00286821   -0.00295691   -0.00287108   -0.0024672   -0.00359137   -0.0011915   0.00231787   0.00747638   0.00734971   6.40595e-05   0.00124281   -0.00140059   -0.000492184   -0.0016171   -0.000715035   0.00237221   -0.000940116   -0.00168814   0.00226151   0.00702476   -0.00264077   0.00290354   -3.50168e-05   -7.83581e-05   -0.000915081   -7.86482e-09   -2.88798e-09   1.77127e-09   6.73807e-07   -1.38736e-07   -3.12048e-05   -7.89777e-07   -0.000673411   6.44974e-05   0.00126941   0.00141398   0.000314628   3.02864e-05   -0.00324459   0.0114214   6.83138e-09   0.000266237   0.000369074   0.00341301   1.78069e-05   0.00154769   0.00152482   0.000212926   0.00103756   0.00062285   0.0002605   0.00110287   -0.000977728   -0.00108933   -8.80079e-06   -0.000420539   0.00402585   3.31586e-05   0.000197491   -3.86904e-05   -3.64491e-05   1.90237e-09   -0.000418043   0.000195654   -0.000566971   -0.00316581   3.24836e-05   -0.000105867   -0.00161826   -9.84826e-05   -0.000461581   -0.00141524   0.000705176   -0.00143607   0.00601603   0.000650967   0.000546461   -7.60893e-07   2.74215e-06   -9.69256e-08   9.12118e-06   2.86995e-07   4.55094e-07   1.41904e-05   8.20057e-06   -0.000153164   0.000348224   0.0002275   -4.15345e-05   -4.51775e-08   -0.000418399   -1.37513e-07   -7.81655e-05   -0.000160682   -0.00416612   -0.00116781   0.00245706   0.000171087   -3.66936e-05   0.0021319   1.63434e-06   -3.06226e-06   1.68955e-06   0.000382431   1   0.000380269   -0.000604751   -1.57849e-07   1.64566e-07   8.2096e-09   4.30903e-07   -3.58536e-05   4.43976e-05   -0.000526337   -0.000516005   
-0.00238132   0.000927457   -0.00127136   0.000119225   0.00101353   -0.000691788   -0.00114998   1.98069e-05   5.20426e-05   3.76432e-05   -0.000709248   0.000869953   0.0015173   1.14586e-05   0.00292487   0.000737074   -0.000474612   -0.00150144   -0.00128596   -0.00259117   -0.00265668   -0.000977641   0.000219098   0.00185132   0.00244481   0.00461446   -6.01295e-05   0.0015716   0.00181021   0.00243893   0.00293769   0.00296757   0.00283086   0.00263091   0.00410077   0.00139469   -0.00277809   -0.00810685   -0.00733686   -7.35628e-05   -0.00103446   0.00136604   0.000371254   0.00166627   0.000638741   -0.00231884   0.000940621   0.0017683   -0.00224538   -0.00714725   0.00257945   -0.00285793   3.19599e-05   6.87697e-05   0.000928308   -7.27977e-09   3.03665e-09   -1.97817e-09   8.08257e-07   1.10605e-06   3.19211e-05   -1.50271e-07   0.000676066   -6.54934e-05   -0.00129689   -0.00150018   -0.000305247   -3.09224e-05   0.00346247   -0.0116731   -7.32904e-09   -0.000262261   -0.000351181   -0.0036872   -3.08474e-05   -0.001667   -0.00166847   -0.000215981   -0.00105809   -0.000640263   -0.000267644   -0.00113389   0.00101495   0.00111309   9.02426e-06   0.000429972   -0.00405958   -3.31398e-05   -0.000200663   5.74916e-05   -1.89401e-06   1.3288e-08   0.000430727   -0.000202027   0.000585888   0.00327046   -4.56554e-05   9.65367e-05   0.00169234   5.73094e-05   0.000469733   0.00149885   -0.000727033   0.00147547   -0.00636069   -0.000743842   -0.000548981   3.26752e-07   -1.81837e-06   5.84185e-07   -8.82345e-06   2.33843e-07   -4.26358e-07   -1.46657e-05   -8.25844e-06   0.000158551   -0.000352651   -0.000336797   4.3668e-05   5.77315e-08   0.000500931   -1.85986e-05   7.06558e-05   0.000162105   0.00436853   0.00115325   -0.00271889   -0.000184736   4.71737e-05   -0.00219294   9.11099e-07   -3.86052e-06   -1.58852e-06   1   0.000382431   -0.000394946   0.000656385   6.56976e-07   -1.75809e-07   -9.20083e-09   -3.77843e-06   3.78801e-05   -4.88784e-05   0.000533077   0.000525149   
-0.000137472   -1.39863e-05   2.74206e-05   3.20592e-05   7.75339e-06   1.50629e-05   2.4652e-05   -1.55851e-05   6.93433e-06   3.9303e-07   -1.57234e-05   -2.04354e-05   8.90583e-07   2.19698e-06   -2.4674e-05   1.06043e-05   1.66422e-05   2.65758e-05   3.36069e-05   3.73863e-05   2.6363e-05   4.2683e-05   1.25643e-05   -1.06163e-05   -2.85521e-05   -4.1132e-05   1.91862e-06   5.94218e-08   1.0785e-05   2.14886e-05   8.74843e-05   3.84636e-05   3.11324e-05   -4.13975e-05   -2.5647e-05   -2.30249e-05   -6.25595e-05   -4.89975e-05   1.4886e-05   -1.21103e-05   0.000128626   1.69582e-05   -0.000184744   -2.31329e-05   -9.54191e-06   0.000254141   -5.05077e-05   8.32532e-05   -2.05562e-05   -7.23192e-06   -8.12942e-07   1.58113e-05   -3.33398e-06   -4.91777e-06   -6.70493e-06   7.64281e-09   3.27771e-13   -8.48987e-11   4.66394e-07   -1.92374e-09   -9.54837e-07   -9.73888e-07   -1.12554e-05   -1.16506e-06   7.06993e-06   1.41011e-05   -3.29386e-06   -9.6207e-08   -6.53802e-06   0.000235622   5.84102e-11   -4.11925e-05   9.64149e-05   -0.000216243   -8.94604e-06   -0.000123566   -0.000125646   -8.73382e-06   -1.70292e-05   -1.89805e-05   6.66339e-06   -2.22492e-05   4.46903e-05   1.14362e-05   4.6048e-08   -1.7833e-06   2.53778e-05   3.33879e-07   4.29142e-06   2.05583e-06   1.31484e-05   -7.58752e-09   4.27855e-06   2.06243e-06   1.33077e-06   -1.54751e-06   -2.10406e-05   7.99967e-07   -4.11295e-06   -5.19362e-05   -3.97211e-06   3.73974e-05   1.72538e-05   6.01349e-06   -2.13578e-05   -0.000113731   1.95026e-05   -1.46478e-06   -5.12336e-07   -4.88984e-07   2.67788e-07   -2.94646e-09   -5.06131e-07   -1.12146e-07   3.64231e-07   -1.04591e-05   2.7504e-06   -7.27236e-05   3.7166e-06   -2.1833e-08   -0.000128576   -1.09481e-05   -6.17805e-06   7.23451e-06   -1.04094e-06   -1.19065e-05   -4.13118e-05   -1.56892e-05   6.84326e-06   -1.91449e-05   -2.80698e-08   -7.86527e-06   1   -1.58852e-06   1.68955e-06   4.14816e-06   7.7298e-05   2.07143e-09   -4.70639e-09   -1.93904e-08   -4.63765e-06   1.45554e-06   -4.22498e-06   2.42505e-06   -4.68321e-06   
-0.00052811   -0.000309012   -3.66098e-06   2.13624e-05   4.5465e-05   2.60198e-07   -2.87971e-06   -4.09949e-05   3.84314e-05   1.68167e-05   -7.78956e-06   4.70577e-05   6.52498e-05   1.69817e-05   -0.000100586   -3.34559e-05   -1.47396e-05   2.74924e-05   6.81982e-05   5.2538e-05   4.22806e-05   9.57315e-05   0.000111154   8.42776e-05   3.42323e-05   3.98742e-05   6.24365e-06   -3.68232e-05   7.97119e-05   8.37728e-05   0.000149769   0.000150894   -6.04494e-05   -0.000105894   -1.65371e-05   -7.97626e-05   -0.000158715   -0.000259218   -5.28606e-05   -6.47607e-05   0.00049248   3.09822e-05   -0.000552994   8.84119e-05   0.000320063   1.28147e-05   2.68206e-05   0.000100798   -5.95136e-05   -0.000400542   -7.28869e-05   -0.000145364   -6.61924e-05   -4.92127e-05   -6.44149e-05   7.64424e-09   2.55902e-10   -5.15235e-10   4.83418e-07   4.82932e-07   -2.79118e-07   -8.64819e-07   -4.16088e-05   2.65514e-06   -2.78924e-05   1.69597e-05   -5.24497e-05   6.86715e-07   8.14008e-05   0.00019812   -2.06918e-09   -9.91307e-05   -0.00015663   -0.00135418   -3.42673e-06   -0.00033254   -0.00032367   5.86266e-05   0.000117416   0.00010658   -3.84859e-05   0.000126306   -0.000310215   -2.26824e-05   2.4861e-07   8.75721e-06   -0.00014731   -3.35886e-06   -7.67894e-07   1.64397e-05   -3.57145e-06   -8.35354e-09   5.79653e-05   -2.35645e-06   1.36039e-06   -9.2471e-05   -0.000637702   -0.000145716   0.000152849   1.43821e-05   -1.61754e-05   0.000279141   4.70995e-05   3.26504e-05   -0.000473627   -0.000502383   1.37374e-06   9.39886e-08   3.93548e-07   2.44244e-07   -5.1951e-08   -4.29923e-07   6.42047e-09   -7.26167e-08   1.67183e-06   -9.03937e-06   5.40323e-06   -0.000487745   2.37085e-05   -1.92732e-08   0.000258938   -3.31365e-05   1.26622e-05   -1.83763e-05   0.000148873   -0.000366007   -0.000912772   -1.60907e-05   1.92141e-06   -6.13746e-05   8.46386e-08   1   -7.86527e-06   -3.86052e-06   -3.06226e-06   -0.000100932   0.000306706   3.08066e-08   9.35372e-07   1.07674e-07   -1.07711e-05   8.502e-06   0.000188184   -4.51655e-05   -7.07702e-06   
-8.26526e-05   -1.56023e-05   1.69509e-05   -1.01188e-06   1.07812e-05   1.66258e-06   -9.06183e-07   -1.36917e-05   -4.62875e-06   -4.04859e-06   -1.43762e-05   1.24473e-05   2.39135e-05   -1.21618e-06   5.24852e-06   -1.60713e-05   -7.58532e-06   -1.62331e-05   -3.65679e-06   -1.47543e-06   5.10276e-06   1.67066e-05   7.48161e-06   4.07883e-06   -1.18671e-06   -7.8935e-07   7.90496e-07   -4.83099e-06   1.05664e-06   1.4756e-06   -5.62822e-06   4.16595e-06   -2.82004e-06   -9.68714e-06   -1.199e-05   -2.08368e-05   -1.17193e-05   -1.6377e-05   2.79242e-05   -1.34177e-06   4.99677e-05   -1.80878e-05   -1.51322e-05   -1.31069e-05   2.02146e-05   2.76452e-05   5.60245e-05   4.20663e-05   -3.98025e-05   -8.18257e-06   -1.8346e-05   -9.37982e-05   -5.69645e-06   2.65605e-06   -3.52508e-06   1.78901e-12   -3.79752e-08   -3.80108e-08   -7.70974e-08   -3.86355e-08   -1.04718e-07   -3.04139e-08   -1.69347e-06   2.47152e-06   5.00059e-06   -5.01142e-07   3.9844e-06   -4.88496e-06   1.50695e-05   -6.3963e-05   -3.80954e-08   7.99223e-06   -3.62275e-05   -9.47429e-05   -3.57392e-07   2.58101e-05   7.1734e-06   -2.26736e-06   -1.61558e-06   -8.09135e-06   3.73632e-06   -2.06641e-05   1.54521e-06   -5.68318e-06   -5.26389e-08   -7.49491e-06   -1.48664e-05   3.03976e-06   2.75589e-06   -1.54032e-06   -1.21182e-06   -7.5974e-08   4.23606e-06   -1.26401e-06   -1.4011e-06   -1.66736e-05   -8.41434e-07   -2.6758e-06   1.09199e-05   -6.2211e-06   1.03573e-06   3.07876e-06   5.44648e-06   -1.17638e-06   -2.628e-05   -1.32017e-05   -7.82128e-06   -6.98015e-08   -1.31034e-08   -3.64288e-08   -1.26378e-07   -3.52479e-08   7.32126e-10   1.42667e-08   -1.1963e-07   4.62199e-06   -4.1861e-07   -3.35944e-05   -1.60675e-06   -2.50863e-06   -3.90544e-05   -4.23939e-06   -4.83863e-06   -5.77166e-06   -1.03875e-05   -3.63426e-05   1.23647e-05   2.30022e-06   -4.86899e-07   -2.1314e-05   1   8.46386e-08   -2.80698e-08   9.11099e-07   1.63434e-06   6.11959e-06   -5.56113e-05   -3.65555e-08   2.46894e-06   -3.92951e-08   -2.61911e-06   -7.90491e-09   -1.14547e-06   2.5042e-06   -8.13614e-06   
0.0578843   0.00487206   -0.00779975   -0.00482823   -0.00564795   -0.0125873   -0.0119756   -0.000454617   0.00455762   0.00624828   0.00326958   0.00434416   0.00948801   -0.00684379   0.0145328   -0.0123772   -0.0065077   -0.00632874   -0.0120699   -0.00840707   0.00251331   0.00254748   0.00818011   0.013638   0.0141863   0.0195656   0.00652663   0.0154878   0.0306551   0.0138058   0.0252083   0.0286974   0.0212357   0.00635073   -0.00763532   -0.0128824   -0.019193   -0.0208267   -0.0466167   -0.00160132   -0.0617077   -0.00570213   0.0392455   -0.00784779   -0.0178908   -0.0252992   -0.000357063   0.00704439   0.00594956   -0.0225979   0.034097   -0.005746   -0.000345374   -2.61757e-05   0.000793791   3.48515e-09   2.25936e-08   2.19663e-08   -4.47724e-06   1.50893e-06   8.54594e-05   -3.84627e-06   0.0015332   0.000357316   -0.00659596   -0.00739387   0.00128081   -8.98363e-05   0.00420675   -0.0206998   -9.22928e-09   0.000784408   0.00615264   0.000380648   -0.000268965   -0.0150589   -0.0159707   0.00147105   0.000566991   0.0017235   -0.00173192   0.000579381   -0.00807917   0.00120541   0.000157785   0.00043037   -0.00306603   1.64539e-05   -0.00122875   -0.00146282   -0.00671204   2.30435e-08   0.00635983   0.0101713   0.00735797   0.00769045   -0.00250927   0.000212624   0.00862678   -0.0354025   0.00233447   0.0217198   0.0642261   0.0215948   -0.0500794   -0.0156899   -0.0116074   -4.21782e-06   -1.41749e-05   -4.02399e-07   0.00064633   -2.49576e-06   -4.08594e-06   -0.000191109   0.00068719   0.000925751   -0.00500903   -0.00446362   -0.00849995   -2.95263e-08   -0.0230849   0.0033347   -0.00259096   0.00122247   0.0294072   0.0137447   -0.0638392   0.000608611   -0.000504507   1   -2.1314e-05   -6.13746e-05   -1.91449e-05   -0.00219294   0.0021319   0.00727508   -0.021078   -7.9021e-07   3.01836e-06   -2.25974e-06   -0.00152745   0.00166679   -0.000444938   0.00482026   0.0030686   
