NUISANCE_PARAMETERS
SigXsecOverSM  0.033694 +0.568937 -0.568937
-1.09536e-06   1.01717e-06   1.10922e-06   2.67433e-07   3.5949e-07   5.47658e-07   7.77799e-08   -7.88968e-07   -5.75725e-07   7.6017e-08   -1.40667e-07   2.41526e-07   -2.96996e-08   3.32664e-08   -3.26246e-07   8.32962e-08   4.46521e-09   -3.3769e-07   9.28633e-07   3.9014e-07   1.17671e-06   1.63522e-07   -3.75125e-07   -3.76375e-08   4.65077e-07   4.20035e-07   -3.10505e-07   1.18752e-06   5.38658e-07   -2.02379e-07   1.04644e-08   4.56003e-07   1.49291e-06   1.15578e-06   4.81996e-07   -2.95223e-08   -3.82753e-07   -4.18223e-07   -2.97081e-07   9.93813e-08   -3.58166e-06   -4.13281e-06   4.28658e-06   -2.62351e-07   -1.86974e-06   2.58269e-06   1.13657e-06   -4.18259e-07   -1.7827e-06   5.48485e-07   1.76783e-06   -3.72986e-08   8.93546e-07   3.18357e-07   -3.15116e-07   6.03662e-09   2.29259e-07   1.28532e-08   4.97663e-11   -6.98421e-09   1   4.39553e-07   6.91158e-09   4.52994e-07   1.83145e-07   2.71789e-07   3.92598e-07   -4.07357e-07   7.10651e-09   -3.61557e-07   -2.30027e-07   1.90561e-12   5.41999e-07   -2.7044e-06   5.73048e-06   2.12154e-07   -2.04152e-06   3.10748e-06   -6.03622e-07   -1.19546e-06   -1.27908e-06   4.71915e-07   -1.51718e-06   3.11764e-06   6.11072e-08   3.21925e-09   4.12425e-08   1.13524e-06   5.06819e-08   1.81234e-07   1.83327e-08   3.27098e-08   -6.86156e-09   -1.78186e-07   -4.88752e-07   2.7683e-07   1.25026e-06   1.47726e-07   7.35667e-07   -2.43288e-08   1.61254e-07   -1.63152e-08   -5.22425e-07   -2.92e-06   5.81217e-07   2.30236e-06   8.10759e-07   -2.71579e-08   4.41276e-11   1.05629e-10   -7.07016e-11   -2.3212e-08   6.93721e-09   1.4277e-10   2.12265e-07   -3.43084e-08   1.86048e-08   1.42905e-07   2.44572e-06   -3.22604e-07   6.94165e-09   1.03595e-06   -3.65214e-07   -8.53352e-08   5.31297e-07   -3.28984e-06   6.30592e-07   1.44343e-06   -1.45018e-07   2.12007e-07   -4.2751e-07   -7.00346e-09   4.51833e-08   -5.6791e-09   2.31475e-11   3.90519e-07   5.5526e-08   -4.68449e-07   1.10221e-06   6.83096e-09   3.32695e-10   -6.89497e-09   3.46217e-08   -8.35512e-08   4.70464e-08   2.45608e-07   -1.91224e-08   9.84853e-08   
2.31796e-06   -1.59189e-06   1.24448e-06   6.60517e-06   4.32085e-06   -1.18007e-06   1.55626e-06   9.48573e-07   -1.63363e-06   -6.37629e-07   2.23431e-06   8.85412e-07   -2.90602e-06   -5.26921e-09   -6.07698e-06   1.89526e-06   9.16428e-06   9.50752e-06   5.13761e-06   1.83588e-06   1.34198e-06   3.37137e-07   -9.71326e-07   -1.8046e-06   -5.67059e-06   -4.56822e-06   -1.07267e-07   4.17241e-06   -4.94389e-06   -4.70542e-05   3.7552e-06   6.69308e-06   7.65699e-06   2.04235e-06   1.86534e-06   1.90095e-06   -1.59842e-06   -5.92304e-07   4.37246e-06   -7.1669e-07   1.27907e-06   7.06697e-06   1.43468e-06   1.6173e-06   -2.75115e-06   6.71549e-06   -2.50972e-06   7.99247e-06   1.01613e-05   8.35736e-06   -9.11831e-06   8.17698e-06   2.80768e-07   2.44707e-07   -9.54178e-07   -1.46141e-06   -2.40572e-06   -2.14245e-06   -1.61385e-08   1   -6.98421e-09   -1.59378e-08   2.10505e-07   -1.1648e-06   1.31144e-06   2.98109e-06   -3.35203e-06   5.34299e-06   4.29841e-07   1.1052e-05   -3.65869e-06   6.87918e-09   1.15373e-06   3.61806e-06   -2.16632e-06   -2.13711e-05   -1.9625e-06   -2.30458e-05   9.22026e-08   5.29237e-07   1.01067e-07   1.55726e-07   3.05299e-07   6.73311e-07   7.10392e-07   -2.88695e-08   1.1513e-07   3.96018e-06   -2.09112e-07   2.16955e-07   5.20995e-07   -5.01456e-09   -4.68558e-12   -1.10451e-06   -2.62504e-07   1.97644e-07   -2.15391e-06   -1.17518e-06   -4.33525e-07   1.07584e-06   -2.82621e-08   -9.64426e-07   3.77785e-06   -1.1205e-06   -1.70106e-06   7.96219e-06   -6.72115e-06   -1.4001e-06   -2.35944e-09   -2.34788e-09   2.12837e-07   2.30987e-07   2.24717e-07   2.03647e-07   -1.27936e-09   -2.11325e-07   -5.15718e-07   1.53674e-06   -5.35133e-06   -2.55854e-07   5.37739e-11   -5.04491e-06   -2.60479e-07   -5.73109e-07   9.53513e-07   -4.35071e-06   2.26427e-06   -7.87918e-06   -6.67236e-08   -2.05006e-07   1.52241e-06   -2.19173e-07   2.81967e-06   2.20649e-07   -6.67825e-09   3.8315e-07   2.14571e-08   -1.35286e-07   -3.42717e-06   -4.27391e-11   2.12435e-07   2.18047e-07   3.14287e-08   6.36881e-08   -5.29845e-09   -2.27171e-06   -1.83307e-06   -2.19221e-05   
-1.50519e-06   1.13721e-07   -1.57663e-06   -6.92719e-06   -5.44276e-06   5.40808e-07   -1.00775e-06   1.00258e-06   2.82983e-06   7.62747e-07   -1.4733e-06   -1.23967e-06   2.12499e-06   -1.16878e-08   5.7492e-06   -2.42003e-06   -9.52592e-06   -9.1301e-06   -5.49682e-06   -2.21285e-06   -1.30139e-06   -4.04111e-07   1.80473e-06   2.57629e-06   6.08664e-06   5.17708e-06   2.62056e-07   -4.69934e-06   4.55937e-06   4.80854e-05   -3.48341e-06   -7.02823e-06   -9.70666e-06   -3.42488e-06   -3.2627e-06   -3.13351e-06   9.7762e-07   1.7216e-06   -3.51451e-06   3.10949e-07   3.47805e-06   -2.11792e-06   -5.57319e-06   1.90054e-06   1.17504e-07   -1.06066e-05   3.98591e-06   -3.9753e-06   -1.02983e-05   -7.69693e-06   8.60932e-06   2.00033e-06   -2.96028e-07   -2.47292e-07   6.21536e-08   1.34183e-06   2.98621e-06   2.26752e-06   1   -1.61385e-08   4.97663e-11   9.20224e-09   2.35929e-07   1.05241e-06   -8.48818e-07   -2.56467e-06   4.51576e-06   -6.79954e-06   -2.03377e-07   -1.05154e-05   7.212e-06   -1.05778e-11   -9.81122e-07   -1.93619e-07   2.40644e-07   2.17732e-05   -1.69274e-06   2.26781e-05   4.3629e-07   6.08224e-07   7.3971e-07   -4.44847e-07   7.35961e-07   -2.55611e-06   -1.33394e-07   1.95148e-08   -2.54353e-07   -2.35408e-06   -2.37928e-07   -2.54618e-07   -3.62488e-07   -9.39256e-09   -6.85921e-09   1.37537e-06   4.29861e-07   -3.24848e-07   1.62096e-06   4.88391e-07   -3.96359e-07   -3.20196e-07   -6.88869e-08   9.39191e-07   -2.49489e-06   2.5875e-06   1.37478e-06   -8.3439e-06   2.71627e-06   2.84364e-06   -2.1035e-07   -4.30085e-07   -2.19648e-07   -2.03949e-07   -2.17765e-07   2.28998e-07   -4.2931e-07   -4.37509e-07   5.65388e-07   -8.48874e-07   -3.39141e-07   -2.19248e-07   6.88391e-09   2.9556e-06   6.53237e-07   1.56049e-06   -6.69638e-07   2.10644e-06   -1.44251e-06   5.92501e-06   5.44363e-07   4.5411e-07   -1.92386e-06   -2.26979e-07   -1.73023e-08   -2.26905e-07   -2.49224e-11   -1.92412e-07   5.41823e-09   -1.23617e-07   4.11276e-06   6.95936e-09   -4.38961e-07   -2.2488e-07   5.40469e-09   -1.12576e-08   9.97009e-08   2.36328e-06   1.86624e-06   2.30407e-05   
-0.0387347   0.00592688   -0.00178797   -0.0149708   -0.0069185   0.006464   -0.00640329   0.00360501   0.00828453   0.00632556   0.00188434   -8.01493e-05   -0.0119499   -0.000429446   -2.24423e-05   -0.00296109   -0.0393648   -0.0280684   -0.00510187   0.00588464   0.00528191   0.00296012   -0.00222154   0.00141411   0.00755732   0.0115764   0.0022969   -0.0128207   -0.00104497   -0.0432484   -0.0344424   0.00596099   0.00314302   0.00444917   -0.00555306   -0.00219961   0.0027012   0.0149842   0.00640538   0.000405747   0.0117019   -0.0182314   -0.0608222   -0.00720091   -0.000690735   0.0289349   0.0114606   -0.0207562   0.00692315   0.0382914   0.00148602   0.0228878   -2.90696e-05   1.09296e-05   0.000737014   0.00685039   0.0130842   1   2.26752e-06   -2.14245e-06   1.28532e-08   2.59047e-06   2.48557e-06   0.00281104   -0.000154048   0.00263738   -0.000998932   -6.07533e-06   3.91628e-06   0.0142965   0.0715657   2.0232e-08   0.0032329   -0.00341085   -0.0125851   0.000121296   -0.00555275   -0.00560609   0.00073335   0.00271988   0.00236868   0.000277792   0.00355146   -0.000114562   -0.00185308   -3.49209e-06   -0.000494266   -0.00279615   -0.000270364   -0.000281177   0.000290102   -0.000406282   7.62043e-09   0.00302749   0.00381218   -0.00254707   -0.0126107   0.000636367   0.00225805   -0.00952456   -0.00225272   -2.95575e-06   -0.0123758   0.0220864   -0.00379612   -0.012812   0.00355409   -0.000676723   2.22754e-06   3.59964e-06   -9.43056e-07   0.000248626   2.01209e-06   2.21478e-06   5.84605e-05   0.000261006   0.00232247   -0.000648118   0.00720009   -0.000193679   2.01068e-06   0.0176239   0.000437268   -0.00480734   -0.00243174   0.0246124   -0.00866992   0.0336153   -0.000977968   0.00142466   0.00501994   -5.38196e-07   -0.00033953   1.83932e-06   1.31273e-06   0.000672472   -0.000643601   0.00365637   0.00486893   -7.98744e-09   2.63376e-06   1.65879e-06   -0.000122067   0.000207918   -0.000318628   -0.0041241   -0.001273   0.107705   
-0.0420375   0.0096524   -0.00142668   -0.0163491   -0.00787149   0.00719652   -0.00638471   0.00432156   0.0087614   0.00612773   0.00211401   -0.00115321   -0.0140419   -0.000402522   -0.00127269   -0.00409211   -0.0431463   -0.0299525   -0.00513426   0.00667282   0.005873   0.00309956   -0.00216234   0.00189092   0.0086378   0.0125068   0.00250781   -0.0164004   -0.00166004   -0.0485272   -0.0393607   0.00579038   0.00209038   0.00461179   -0.00626632   -0.00195456   0.00397047   0.0180122   0.00764787   0.00049077   0.0131486   -0.0213064   -0.0669707   -0.00909626   -0.00231742   0.0295651   0.0125482   -0.0237082   0.00964258   0.042255   -0.000885199   0.0255283   0.000109317   6.99102e-05   0.000836087   0.00854371   1   0.0130842   2.98621e-06   -2.40572e-06   2.29259e-07   3.04365e-06   2.98381e-06   0.00327092   -0.000115461   0.00303476   -0.000638393   -3.19081e-05   5.17684e-06   0.014832   0.0819765   9.94971e-09   0.00372002   -0.00342896   -0.0153382   0.000174921   -0.00599734   -0.00622064   0.000616839   0.00308185   0.0024814   0.000761968   0.0040375   0.000625307   -0.00205355   -7.66352e-06   -0.000558975   -0.0030016   -0.000269203   -0.000224393   0.00013641   -0.000380041   8.78907e-09   0.00344253   0.00418152   -0.00329959   -0.0147852   0.000792019   0.00407275   -0.012733   -0.0020808   -0.000199673   -0.0124562   0.0240992   -0.00503899   -0.0144413   0.00430999   -0.000781256   2.69976e-06   4.45169e-06   -4.96913e-07   0.000263888   2.68918e-06   2.42225e-06   7.64774e-05   0.000278651   0.00261274   -0.000642079   0.00833366   -0.000225766   1.94102e-06   0.0200394   0.000354383   -0.00524936   -0.00250194   0.02679   -0.00919413   0.0399511   -0.00107088   0.00163315   0.00579507   -3.15031e-07   -3.65313e-06   2.24668e-06   2.32548e-06   0.000818196   -0.000783326   0.00421893   0.00563624   2.43852e-07   4.09797e-06   2.91573e-06   -0.000117136   0.000239009   -0.000351089   -0.00471829   -0.00134349   0.121302   
-0.0228754   0.00510125   -0.000832996   -0.00960462   -0.00482084   0.00372767   -0.00437154   0.00212612   0.00486302   0.00350104   0.00127059   -0.000313525   -0.00735742   -0.000169555   -9.00052e-05   -0.00241715   -0.0234473   -0.0159199   -0.00228602   0.00409008   0.00339238   0.00161064   -0.00136555   0.000928681   0.0046504   0.00662936   0.00134977   -0.00895079   -0.000838792   -0.0264411   -0.0212074   0.00350637   0.00106446   0.00209658   -0.00398835   -0.00120984   0.00239395   0.0104299   0.00394832   0.000245042   0.00694926   -0.0117652   -0.0365204   -0.00488403   -0.00126635   0.0163779   0.00677705   -0.0126579   0.00450494   0.0234757   -0.00043672   0.0137733   5.6506e-05   1.81706e-05   0.000444044   1   0.00854371   0.00685039   1.34183e-06   -1.46141e-06   6.03662e-09   1.25117e-06   1.56178e-06   0.00179874   -4.72187e-05   0.00164661   -0.000344927   0.000175263   1.87402e-06   0.00795749   0.0457319   1.38426e-08   0.00191885   -0.00182507   -0.0086019   7.93037e-05   -0.00328818   -0.00340716   0.000358798   0.00170164   0.0014374   0.000382868   0.00228656   8.65041e-05   -0.00105868   -3.75414e-06   -0.000285804   -0.00171258   -0.000146819   -0.000130979   -7.06924e-05   -0.000156336   4.50022e-09   0.00185815   0.00229487   -0.00179226   -0.00821697   0.00037183   0.00213146   -0.00707354   -0.000873512   -1.37708e-05   -0.0064095   0.0129605   -0.00271223   -0.00782826   0.00200266   -0.000210582   1.38734e-06   2.11966e-06   -4.5415e-07   0.000146847   9.44774e-07   1.4705e-06   4.12479e-05   0.000149605   0.00140573   -0.000411586   0.00433583   -0.000113784   1.49862e-06   0.0108902   0.000432662   -0.00298193   -0.00149165   0.015118   -0.00490923   0.0214673   -0.000653464   0.000898634   0.00317097   -6.98318e-07   -9.1717e-06   9.91257e-07   1.02631e-06   0.000452327   -0.000435508   0.00235982   0.00314602   -2.08043e-07   2.02675e-06   1.39277e-06   -6.63802e-05   0.000141991   -0.000197304   -0.00251527   -0.000693998   0.0692832   
0.00447548   0.00278619   -0.00118987   -0.00492077   0.000729145   0.000517751   -0.000342147   0.00121716   0.00161888   0.00314645   -0.00312622   -0.00449338   0.000615256   -7.9205e-06   0.00058865   0.00271721   -0.0013236   -0.00204862   0.00061257   0.00493546   0.00151821   -0.000301143   0.000786294   0.000483512   0.000932189   0.000845634   -2.30816e-05   0.00460721   -0.00613037   -0.00479029   -0.000877247   0.00308359   -0.00342335   -0.000468388   0.0020991   0.000304607   -0.000283788   -0.00206155   -0.00426186   -0.000859501   0.00747968   -0.000826412   -0.00490173   0.000269341   -0.00308189   -0.0126661   -0.00155537   -0.00201952   0.00173497   0.00126886   0.000735304   -0.0126378   0.00047528   7.34598e-05   1   0.000444044   0.000836087   0.000737014   6.21536e-08   -9.54178e-07   -3.15116e-07   6.08588e-07   -9.08145e-08   -0.000990787   -0.000144634   -0.00128503   -0.00148724   0.000861551   -4.30881e-07   -0.00422545   -0.00714627   5.38624e-08   -0.0025036   0.0046016   0.0151202   -9.8735e-05   -0.00622105   -0.00655132   -0.000469022   -0.00117026   -0.000696591   5.05719e-05   -0.00096656   0.00209691   -0.000801003   -6.66249e-05   -0.00108204   0.0120649   -5.02239e-05   -0.000186661   0.000100179   -1.0257e-05   2.17137e-08   0.000805988   4.12061e-05   9.36906e-05   -0.00242847   -0.00134695   0.000969999   -0.00342008   -6.6691e-05   9.27329e-05   0.00331798   -0.000235404   -0.00230403   -0.0112358   -0.00793853   0.00345893   -3.40245e-07   -5.54569e-07   -4.81383e-07   1.99598e-05   -3.4778e-07   -5.38857e-09   -2.47809e-06   1.82569e-05   -0.000319272   0.000107604   -0.00536904   0.000143483   1.66107e-07   0.00717885   0.000573598   0.000878786   -0.00040138   0.000907984   -0.00266375   0.00696036   0.00165194   0.000119756   0.00104609   -7.74338e-07   -0.000111014   5.56067e-06   -7.66492e-07   0.00106607   -0.00104623   0.00129017   0.00450281   -6.73855e-07   5.28512e-08   -4.24956e-07   8.13788e-06   0.000146499   -0.000338704   5.54914e-05   0.000451399   0.00658593   
-0.0117876   -0.00112565   -0.000616026   0.000617398   0.000761013   0.00359877   -0.00132793   -0.000786925   -0.00101944   -0.00215722   -0.00547131   0.000543742   0.00337315   -4.3275e-05   -0.00318897   -0.0017972   -0.000131076   -0.000488183   0.00191547   0.00200796   -0.000716613   0.00100161   0.00098987   0.000986825   -0.000548698   0.00113571   0.000282972   0.000590355   -0.00404835   0.000369043   0.000865258   -0.00108029   -0.0011933   -0.000977844   -0.000189205   0.000778186   -0.000634212   0.00119623   0.00273351   -0.000169524   -0.00259346   0.000478484   -0.00218464   -0.00241707   -0.00258988   0.00713048   -0.000100564   3.44199e-05   -0.002152   -0.000755186   0.000776394   0.00213045   -0.000578408   1   7.34598e-05   1.81706e-05   6.99102e-05   1.09296e-05   -2.47292e-07   2.44707e-07   3.18357e-07   7.60383e-07   1.89632e-07   0.000519474   0.000116913   -0.000422097   -0.000239488   -0.000900471   7.51107e-07   -0.000152394   0.00160534   1.60545e-08   -0.000832901   -0.00174033   0.0101148   1.43021e-05   0.00185415   0.00180196   0.000710573   0.00222439   0.00196505   7.43793e-05   0.0028023   -0.00665754   -4.09656e-05   -1.83881e-05   -9.28743e-05   -0.00110176   -2.96011e-05   -9.69279e-05   -0.000238221   -4.43426e-05   -9.74659e-09   0.000543049   0.000614447   -0.000400594   -0.000215681   -0.000256487   -0.000684179   -0.00025487   -0.000222183   -0.000501623   0.00300584   0.00268586   -0.00213632   0.00325269   -0.0015541   0.000217003   -6.21248e-08   3.17601e-07   1.32411e-07   3.37266e-05   -2.06502e-08   6.27381e-08   1.32382e-05   4.05144e-05   -0.000192991   -0.000261242   0.000505362   -0.000447219   7.03777e-07   -0.00314165   -5.18193e-05   -0.000829134   -0.000261579   0.000589478   0.000683317   -0.00333962   -0.000365647   1.94395e-05   -0.000185829   -3.62094e-07   -0.000118705   5.29721e-06   7.09761e-07   8.03528e-05   -7.70659e-05   0.000403552   -0.00189763   -6.12894e-08   1.02268e-06   -2.0077e-07   -7.55149e-05   8.04595e-05   -3.55463e-05   -0.000108297   0.000263935   0.000469955   
-0.0156095   -0.00953503   0.000665192   0.00192528   0.0024947   -0.000469527   -0.00574036   -0.00318207   -0.00423407   -0.0016004   -0.00773909   0.00307939   0.00877539   0.000676591   -0.00115894   -0.00445639   0.000496115   -0.000429964   0.00238723   0.00338791   -0.000716251   0.00169043   -0.00130655   -0.000745136   -0.000106312   0.00341523   0.000413868   -0.00103174   -0.00055054   0.00127539   -7.79981e-05   -4.38944e-05   -1.05274e-05   -0.00130287   0.000657952   0.00289768   0.00140204   0.0022492   0.00131056   -0.00026378   -0.00207423   0.000822493   -0.00685085   -0.00166722   -0.00271444   0.0211457   0.000415541   0.0019592   -0.0080228   0.00536766   0.00711223   0.00911562   1   -0.000578408   0.00047528   5.6506e-05   0.000109317   -2.90696e-05   -2.96028e-07   2.80768e-07   8.93546e-07   5.23556e-08   -1.83385e-07   0.00161648   0.000289903   -0.00107451   -0.000544496   -0.00134639   1.37419e-06   0.00399911   0.0062064   3.01449e-08   -6.792e-05   -0.00504479   0.0222269   6.88442e-05   0.00397878   0.00405316   0.00126768   0.00336084   0.00356339   -0.000208598   0.00469323   -0.0127287   0.000538732   5.05328e-07   0.000138287   -0.00424529   9.09101e-05   0.000104533   -0.00121846   0.000658896   1.15046e-08   0.000426271   0.000865689   -0.000263763   0.00196976   -0.000437772   -0.00422192   0.000771553   0.00348614   -0.000181971   0.00403075   0.00398313   -0.000568181   0.00899475   -0.00245212   -0.00120457   -6.16774e-07   2.1852e-09   -5.25714e-07   5.6655e-05   -5.47024e-07   -7.07011e-08   5.50002e-06   5.65358e-05   5.07563e-05   -0.00105845   0.00319352   -0.000439611   1.32437e-06   -0.00522381   0.00090942   -0.00171092   -0.00112329   0.011673   0.00284944   -0.00343697   -0.0010695   0.000137028   -0.000367918   -7.38439e-07   0.000245599   1.50926e-05   1.03265e-06   3.0639e-05   -2.13423e-05   0.00103345   -0.00283779   -6.26201e-07   2.86537e-06   2.85137e-07   -7.2235e-05   9.71478e-05   5.57221e-05   2.31324e-05   0.000814265   0.000971185   
0.0544449   0.0463514   -0.0292181   -0.00934284   -0.0202761   0.0283708   0.0103859   0.05987   -0.00431669   -0.00703443   0.033134   -0.028419   -0.0457817   0.00123967   0.0466906   0.0220844   -0.0602276   -0.000995691   0.00236267   0.0204469   0.0200032   -0.0297009   0.00645711   0.0168642   0.0121931   0.00764659   -0.00253021   -0.0107667   0.000654317   -0.0326589   0.0227862   0.0578104   -0.016618   -0.0149964   -0.0417571   -0.0552845   -0.0450276   0.0280954   -0.00148778   -0.015827   0.13016   -0.00699348   -0.12452   0.0180354   -0.00364386   -0.275186   -0.0163731   -0.111221   0.0741886   0.0136252   -0.044435   1   0.00911562   0.00213045   -0.0126378   0.0137733   0.0255283   0.0228878   2.00033e-06   8.17698e-06   -3.72986e-08   2.60576e-06   -1.37306e-06   -0.00410342   -0.00105065   0.00957455   0.0156497   0.0117431   -1.18977e-05   0.0130558   0.182051   4.11139e-07   -0.0622962   0.0964883   0.403224   -0.0017483   -0.0884155   -0.0897461   -0.00193604   -0.0112894   -0.00305081   -0.00485639   -0.00807279   0.0351207   0.00783826   5.12233e-05   0.00275213   0.0424637   -0.00188396   -0.00458338   0.00470918   0.00140498   6.06364e-07   0.004874   -0.00226895   -0.0019418   -0.0350551   -0.0252279   0.0136323   -0.0229238   0.00721974   0.00734709   0.0084865   -0.0241908   -0.00231136   -0.0738855   -0.149331   0.030976   -7.84892e-06   -2.88522e-07   -4.1503e-06   0.000278877   -3.98932e-06   4.60427e-06   -0.000126041   0.0001304   0.00407036   -0.000964721   -0.113118   0.00671415   1.20564e-05   0.0343621   -0.00821631   0.00929657   0.002098   -0.0453876   -0.00660012   0.0294676   0.0031738   0.00376535   3.86864e-05   1.31318e-07   -0.00669152   0.000140299   1.11689e-05   -0.00100085   0.00114714   -0.00523018   0.0274191   -1.21199e-06   2.24097e-05   9.40759e-07   0.00139686   0.000323594   -0.00499927   0.000713474   0.00368311   0.196074   
0.306161   0.208702   -0.0536468   0.00199432   -0.0151597   0.0136312   0.0255784   -0.0113892   0.0169109   0.0316249   0.0110051   0.00363759   -0.0221016   -0.00182813   -0.0883443   0.00768364   0.102007   0.106626   0.0741832   0.0634892   0.023662   -0.0873848   -0.186036   -0.177528   -0.0368223   0.1215   0.000650574   -0.0234378   -0.0213151   -0.101078   -0.0934365   -0.0633776   0.0142971   0.0364872   0.0359489   0.0272357   0.000367367   0.00416415   0.0728501   -0.00199308   0.039914   -0.0249956   -0.00697473   0.0358699   0.0763146   0.120859   0.0482219   0.137151   -0.11804   -0.408119   1   -0.044435   0.00711223   0.000776394   0.000735304   -0.00043672   -0.000885199   0.00148602   8.60932e-06   -9.11831e-06   1.76783e-06   1.08086e-05   1.07904e-05   0.00822095   -0.00157785   0.0096242   0.021302   -0.012232   1.51097e-05   -0.0697054   0.0863918   2.55969e-07   -0.00469576   -0.0531135   0.0431952   -2.67158e-05   0.0202682   0.0190853   -0.00302472   0.00341046   -0.0137968   0.00866521   -0.0104633   0.0333373   0.00256724   -0.000150086   0.00234977   0.0027334   -0.000775815   -0.00841933   0.00622143   -0.00175715   1.00555e-07   -0.047587   0.00115371   -0.00712354   -0.012662   -0.00305335   0.0820905   0.0221372   -0.00957834   -0.0138984   -0.01744   0.00600128   -0.0179211   0.0357493   -0.0189947   -0.0226642   7.48145e-06   8.59206e-06   -3.93703e-07   9.56171e-05   8.39413e-06   9.24544e-06   0.000169413   8.37515e-05   -0.000293434   0.0130164   -0.0121046   0.00288097   2.97067e-06   -0.0561656   -0.00138716   -0.00138679   0.00699628   -0.180963   0.0269174   -0.0369384   -0.00105138   -0.00110269   0.0332384   -3.55937e-06   -0.000127647   2.47423e-05   3.73034e-06   0.00251785   -0.00250145   -0.00271799   0.0140096   -7.82793e-07   1.45059e-06   5.06085e-06   0.00199852   -0.000143594   -0.00112989   -0.0134213   0.00324481   -0.0156552   
